diagonal;height_left;height_right;margin_low;margin_up;length
171.78;103.95;104.27;4.64;3.29;110.73
171.6;104.37;104.2;5.82;3.08;112.84
172.1;104.09;103.83;4.49;3.25;113.37
172.19;104.07;104.02;4.19;3.37;113.27
171.63;104.55;103.81;6.56;3.1;111.87
171.58;104.23;104.5;5.14;3.7;111.75
172.29;103.83;103.25;3.62;2.99;113.13
172.08;103.98;104.23;4.99;3.31;112.19
172.22;104.17;104.07;4.52;3.67;112.13
172.36;104.01;104.41;5.23;3.07;110.71
171.45;104.03;104.26;4.88;3.44;111.92
171.54;104.64;103.06;3.54;3.09;112.82
171.97;104.05;104.11;4.15;2.99;113.66
172.0;104.45;104.19;5.5;2.99;111.99
171.69;104.51;103.81;5.02;3.42;112.08
171.56;103.65;103.75;4.85;3.56;111.31
171.57;104.04;104.14;5.27;3.42;112.68
172.23;104.27;104.28;4.35;3.68;111.64
171.92;104.39;103.93;5.18;3.02;111.44
171.66;104.42;103.5;3.76;3.2;112.94
172.13;104.09;104.16;5.45;3.38;111.79
171.36;104.15;103.76;3.44;3.31;112.76
171.35;104.62;103.58;4.32;2.88;113.42
171.78;103.93;103.93;5.88;3.19;111.07
172.06;104.08;103.47;4.47;2.97;114.32
172.08;103.78;103.13;3.44;2.88;113.22
172.1;104.16;104.18;4.03;3.08;112.65
171.88;104.47;103.45;4.56;3.33;113.01
171.59;103.8;104.08;4.18;3.17;113.04
171.83;104.42;104.03;6.0;2.95;112.98
172.13;104.4;103.43;4.44;3.65;111.17
172.11;103.67;103.43;4.19;2.98;113.09
172.31;103.98;104.09;5.28;3.47;111.71
171.92;103.61;103.83;4.08;2.72;112.4
171.56;103.81;103.8;4.24;3.35;113.8
172.6;104.83;103.56;4.1;2.94;113.38
171.94;103.91;103.99;4.02;2.94;113.06
172.39;104.05;104.32;4.13;3.41;112.66
171.85;104.1;103.88;4.13;2.93;112.93
172.21;103.67;104.0;4.12;3.2;113.54
172.07;104.18;104.1;4.47;2.7;113.99
171.86;104.7;103.62;4.01;3.34;112.89
172.05;104.6;104.32;5.12;3.35;111.78
171.99;103.6;103.43;4.57;2.96;113.09
171.59;104.14;104.38;4.97;3.47;111.22
172.03;104.48;104.33;5.66;3.01;112.15
172.41;104.43;103.65;3.97;3.35;113.71
171.76;104.55;103.8;5.28;3.26;111.4
171.62;104.53;103.64;4.89;3.16;112.54
172.02;104.51;103.69;6.23;3.39;112.35
172.32;103.22;104.0;4.01;3.08;112.87
172.12;104.38;103.93;4.71;3.44;111.52
172.34;104.26;103.76;4.01;3.17;113.28
171.75;103.6;103.06;4.03;2.98;112.96
171.64;103.95;103.45;3.98;3.11;113.21
172.16;103.72;103.61;4.3;2.72;113.51
171.81;104.17;103.93;4.77;3.34;110.8
171.91;104.34;103.73;3.71;2.95;113.69
171.41;104.06;104.42;5.04;3.4;111.02
171.96;104.45;104.48;5.31;3.42;111.75
171.94;104.09;103.28;3.98;3.13;113.53
171.99;104.28;104.48;5.27;3.46;110.94
172.4;104.0;103.82;6.33;3.1;112.11
171.95;103.62;103.91;4.91;2.9;113.17
172.21;103.96;103.55;3.91;2.73;113.36
172.08;104.03;103.42;3.79;2.77;113.27
171.92;104.12;104.15;3.83;2.88;112.65
171.57;104.09;103.58;3.99;3.23;112.98
171.64;103.9;104.07;3.6;3.39;113.18
171.96;104.19;104.14;4.3;3.04;113.48
171.96;104.24;103.75;5.5;3.29;111.08
171.9;104.02;103.91;5.38;3.48;111.98
172.02;104.26;104.2;6.2;3.58;111.25
171.82;103.72;104.18;4.22;2.8;113.39
171.99;104.44;103.88;4.04;2.89;113.01
172.3;104.04;103.85;4.12;3.27;111.69
171.83;104.01;103.88;4.18;3.04;112.69
171.48;103.95;103.93;4.52;2.91;113.21
172.47;103.89;104.14;3.74;3.28;113.47
171.94;104.34;103.71;3.67;3.17;112.68
172.21;103.48;104.04;4.4;3.0;113.15
172.08;103.95;103.9;5.45;3.29;112.03
171.49;104.24;104.32;3.58;3.07;113.8
171.47;104.15;103.82;4.63;3.37;112.07
171.84;103.71;103.9;4.61;2.82;112.68
171.79;103.99;103.67;6.16;3.52;110.93
172.34;104.2;103.69;3.32;3.09;113.44
171.71;104.27;104.19;3.56;3.15;112.71
172.15;103.51;103.76;4.26;3.13;112.94
172.31;104.29;103.72;3.98;2.87;112.4
171.48;104.46;104.24;4.94;3.61;110.8
171.43;104.26;103.91;5.14;3.53;111.9
171.97;103.55;104.2;4.21;3.12;113.2
172.1;104.36;104.08;4.96;3.46;111.93
171.91;104.05;103.97;3.88;3.12;113.62
171.92;103.67;104.24;4.11;3.09;113.23
171.26;103.87;104.41;4.43;2.88;113.9
171.74;104.43;103.09;4.23;3.15;113.19
172.4;104.09;103.74;3.74;3.13;113.46
171.9;104.5;103.49;4.08;2.82;113.5
172.07;103.61;104.34;4.34;2.85;113.03
172.28;104.62;103.8;4.08;3.08;113.26
171.84;104.39;103.83;3.77;2.97;113.05
171.47;103.74;104.42;4.19;2.92;113.53
172.19;103.42;103.61;4.18;3.12;112.74
171.9;104.0;104.07;4.52;3.09;113.6
172.21;103.25;103.78;4.48;3.0;113.25
171.71;104.12;104.14;4.84;3.38;111.68
171.75;104.36;104.02;6.0;3.13;111.79
172.15;104.02;103.94;3.96;2.87;112.38
172.28;103.95;103.91;4.78;3.31;111.4
171.68;104.04;104.68;5.32;3.56;111.04
171.82;103.65;103.64;4.25;2.8;112.57
171.73;104.38;103.26;4.0;3.04;112.72
171.66;104.17;104.16;4.75;2.94;113.52
172.29;103.95;103.99;3.86;2.83;113.35
171.86;103.78;103.5;3.88;3.08;113.62
171.87;104.21;103.82;4.81;3.12;112.06
172.43;104.32;103.95;4.13;3.39;111.5
171.52;103.74;104.1;4.47;2.87;113.58
171.32;104.2;104.09;5.67;3.19;112.02
172.27;104.36;103.68;5.74;3.51;112.35
171.82;103.64;104.21;4.08;3.0;112.97
171.81;103.84;103.66;4.35;2.93;112.97
171.74;103.96;103.47;5.14;3.3;111.4
171.62;104.14;104.45;4.94;3.66;111.93
172.0;103.76;104.07;4.36;2.59;113.64
172.49;104.44;103.98;4.08;3.07;113.16
172.08;104.04;103.44;5.39;3.19;111.04
171.87;103.91;103.96;3.74;2.97;113.59
171.24;103.81;103.74;4.69;3.29;113.53
171.81;104.44;104.23;5.29;3.39;111.64
171.7;103.88;103.56;3.89;3.03;113.6
172.01;103.97;104.4;5.52;3.31;111.18
171.99;104.76;104.55;4.39;3.02;113.7
172.34;104.36;103.83;6.03;3.44;111.44
172.36;104.02;104.32;5.62;3.4;112.13
171.85;104.07;103.9;4.8;3.46;113.73
172.89;103.77;104.24;4.12;3.01;113.72
171.66;103.43;103.54;4.38;3.51;113.2
172.16;103.87;103.34;4.32;2.91;113.47
171.98;104.32;103.71;4.25;3.06;113.46
171.95;104.08;104.08;5.66;3.32;110.93
171.04;104.23;104.22;4.87;3.56;111.54
171.38;103.78;103.7;5.22;3.43;111.6
171.19;103.95;103.73;3.96;2.94;113.25
171.4;103.88;103.54;3.75;2.8;113.01
172.19;104.14;103.59;4.11;3.08;113.81
172.06;104.0;104.02;5.09;3.53;112.07
171.52;103.97;103.81;4.08;3.07;112.74
172.02;104.07;104.13;3.72;2.96;112.56
171.88;103.76;104.08;3.98;2.92;113.08
171.86;104.15;103.5;4.31;2.92;113.87
171.64;103.75;104.17;4.17;2.98;113.14
172.18;103.56;104.39;3.75;3.06;113.46
171.69;104.05;103.73;3.87;3.21;113.56
172.22;103.51;103.99;3.67;3.06;112.86
171.96;103.95;103.81;4.23;3.09;113.27
171.83;104.39;104.17;5.51;3.33;113.64
171.5;104.27;104.04;3.97;3.37;112.98
172.13;104.15;103.93;3.97;2.87;113.31
172.05;103.75;103.47;4.19;2.98;112.89
172.1;104.05;103.84;3.76;3.17;113.44
171.55;104.4;103.17;4.54;2.83;113.3
171.94;104.53;103.81;5.07;3.14;112.46
172.0;104.1;104.36;3.83;2.92;113.0
172.12;104.18;104.31;5.36;3.31;111.43
171.77;103.63;103.59;3.52;3.32;112.77
171.9;103.46;104.22;3.99;3.0;113.08
172.48;104.41;104.47;4.81;3.62;111.31
171.5;104.52;104.19;4.84;3.12;110.37
172.07;104.09;103.7;4.11;3.0;113.19
171.8;103.97;103.93;5.39;3.07;111.22
172.09;103.14;103.81;4.88;3.01;113.69
171.9;104.14;103.75;4.56;2.97;113.0
