diagonal;height_left;height_right;margin_low;margin_up;length
172.01;103.95;103.77;4.16;3.1;113.19
171.45;104.03;104.26;4.88;3.44;111.92
172.02;104.07;104.13;3.72;2.96;112.56
171.88;103.85;103.96;5.1;3.31;112.64
171.43;104.14;103.95;5.34;3.14;111.76
172.25;103.93;103.49;4.17;2.8;113.56
171.52;103.85;103.75;3.95;3.09;112.97
172.08;104.49;103.96;4.38;3.14;113.42
172.02;103.89;103.93;4.14;3.18;113.75
171.82;103.77;103.79;4.36;2.77;113.79
172.16;103.76;103.72;4.18;3.02;113.43
172.08;104.19;103.82;3.99;3.21;113.2
171.68;103.9;103.68;3.78;2.74;113.6
171.95;103.85;104.28;4.13;3.22;113.24
171.85;103.58;104.17;4.32;3.07;113.59
171.81;103.53;103.76;3.91;2.87;113.52
171.5;104.28;104.22;5.2;3.24;111.56
172.04;104.34;103.55;3.52;3.02;113.64
172.52;103.9;104.03;3.97;2.98;113.3
171.6;104.37;104.2;5.82;3.08;112.84
172.2;104.35;103.67;4.44;3.38;113.65
172.07;104.21;103.82;4.29;3.35;113.3
172.16;103.63;103.59;4.25;3.38;113.58
171.59;103.8;104.08;4.18;3.17;113.04
172.38;103.72;103.88;4.36;3.05;113.19
171.86;104.51;104.29;5.97;3.54;110.76
171.74;104.02;104.22;5.33;2.94;112.26
171.85;103.93;103.81;4.36;3.12;112.82
172.54;104.05;103.78;4.34;2.93;114.14
171.77;104.34;103.44;5.12;3.36;111.49
171.87;104.21;103.82;4.81;3.12;112.06
172.17;103.31;103.89;4.38;3.13;113.48
171.91;104.28;103.86;5.48;3.37;113.13
172.0;103.68;104.1;3.84;3.15;112.86
172.18;104.02;103.54;4.17;3.49;113.64
171.86;104.49;103.87;5.21;3.6;111.11
171.84;103.81;103.83;4.33;2.86;113.14
171.95;103.44;103.8;4.08;3.19;112.43
172.05;103.7;103.75;5.04;2.27;113.55
172.12;104.18;104.31;5.36;3.31;111.43
171.61;103.86;104.06;4.31;3.1;112.64
172.41;104.1;103.9;4.06;3.14;112.61
171.64;103.9;104.07;3.6;3.39;113.18
172.13;104.35;104.0;5.69;3.3;111.92
171.9;104.21;104.21;4.77;3.38;113.2
171.78;103.95;104.27;4.64;3.29;110.73
172.04;103.76;104.03;5.07;3.42;111.87
171.75;103.96;103.83;5.39;3.54;109.49
171.73;104.09;104.47;4.81;3.46;112.3
172.26;104.08;103.86;3.93;3.01;113.44
171.93;103.65;103.56;4.12;2.77;112.95
172.37;104.41;103.75;3.71;2.8;113.41
172.17;103.74;104.08;4.42;2.95;112.81
172.45;103.78;103.79;3.9;2.87;112.34
171.74;104.52;104.23;5.59;3.61;112.14
171.87;104.71;103.85;4.36;2.71;113.71
172.37;104.11;104.09;4.78;3.09;113.42
171.73;103.6;103.34;3.82;3.15;112.89
172.52;104.11;104.35;5.3;3.31;111.55
171.68;104.24;104.0;4.49;3.24;112.18
172.57;104.13;104.19;5.1;3.45;112.18
172.2;104.56;103.58;5.19;3.62;111.17
171.93;104.43;104.15;5.8;3.4;111.82
171.76;104.04;104.12;6.29;3.2;112.87
172.27;103.71;103.64;4.64;2.67;113.63
171.54;104.36;103.83;3.86;3.06;112.92
172.67;104.69;104.18;4.31;2.94;113.59
171.81;103.93;103.43;4.61;2.95;113.46
171.84;104.63;104.43;5.24;3.21;111.48
171.64;103.6;103.76;4.42;2.98;112.94
171.52;104.52;103.96;3.43;3.01;113.44
171.88;104.44;103.5;4.53;3.06;113.52
171.93;104.34;103.72;3.78;2.93;113.52
172.52;104.48;104.17;5.16;3.39;110.71
171.62;104.14;104.45;4.94;3.66;111.93
172.19;104.07;104.02;4.19;3.37;113.27
172.16;104.43;104.06;4.51;3.19;112.69
171.96;104.09;103.67;3.75;2.58;113.28
171.89;104.32;103.94;5.64;3.3;111.56
171.96;104.24;103.75;5.5;3.29;111.08
171.52;104.11;104.23;4.73;3.08;113.33
172.42;104.07;103.73;4.23;3.11;113.27
172.24;103.8;104.36;4.18;2.99;113.81
171.7;104.32;104.07;4.21;2.67;112.73
171.9;104.33;104.4;4.7;3.31;112.12
172.13;104.15;103.93;3.97;2.87;113.31
171.91;103.73;103.51;4.6;3.1;113.53
172.03;104.6;104.0;4.36;3.26;112.08
171.81;103.84;103.66;4.35;2.93;112.97
171.83;103.83;103.92;5.34;3.22;112.03
171.9;104.22;103.56;3.52;3.2;113.23
172.51;104.53;103.5;4.51;3.07;113.21
172.31;104.31;104.72;4.86;3.41;112.06
171.93;104.15;103.98;4.57;3.57;112.71
171.74;103.25;104.07;3.8;2.95;113.07
171.65;103.3;103.55;4.14;3.37;112.87
171.79;103.81;103.97;5.86;3.2;111.04
171.71;103.52;103.34;4.12;3.31;113.15
172.05;103.75;103.98;4.1;3.12;113.27
171.95;103.35;103.76;3.85;3.29;113.07
171.92;103.67;104.24;4.11;3.09;113.23
172.09;103.7;104.27;5.53;3.51;112.2
172.29;103.83;103.25;3.62;2.99;113.13
171.57;103.92;104.03;4.59;3.14;113.45
171.96;104.19;104.14;4.3;3.04;113.48
172.29;104.72;104.86;5.71;3.16;112.15
171.99;104.03;103.43;4.08;2.98;113.28
172.22;103.71;103.43;4.13;3.06;113.42
171.71;104.49;103.54;3.77;3.2;113.43
172.53;103.97;103.28;4.61;3.41;113.25
171.87;103.99;104.03;4.42;2.89;112.72
171.05;104.09;104.5;4.72;3.1;112.44
171.78;104.07;104.16;5.77;3.3;111.27
171.75;104.16;104.0;4.19;3.03;113.55
172.18;104.14;104.37;6.04;3.62;110.97
172.18;104.65;103.81;3.95;3.07;113.03
171.67;104.06;104.15;4.87;3.21;111.49
171.83;104.14;103.62;3.16;3.18;113.22
171.84;104.59;104.0;3.88;3.27;113.08
171.98;103.92;103.57;4.14;2.75;113.13
172.4;104.09;103.74;3.74;3.13;113.46
172.01;103.93;103.69;3.89;3.34;113.16
172.4;103.86;103.88;3.87;2.97;113.49
171.5;104.52;104.19;4.84;3.12;110.37
172.08;104.22;104.41;4.51;3.3;111.4
171.75;104.36;104.02;6.0;3.13;111.79
171.57;103.98;103.4;4.05;2.74;113.7
171.85;104.33;104.03;4.23;3.19;112.46
171.84;104.17;104.12;4.42;3.57;112.01
171.63;104.33;104.61;4.88;3.35;112.16
171.69;104.17;104.37;5.31;3.54;111.89
171.81;103.76;103.61;4.31;3.08;112.74
172.43;104.05;104.02;4.09;2.93;113.6
172.29;103.73;103.55;3.84;3.23;113.9
171.97;103.55;104.2;4.21;3.12;113.2
171.65;103.94;104.19;4.67;3.32;110.95
172.34;104.36;103.82;4.92;3.47;111.33
171.92;103.72;103.66;4.41;2.65;113.4
171.91;103.97;103.6;4.66;3.03;114.04
172.39;103.98;104.05;4.26;2.98;113.41
172.1;103.95;103.72;4.49;3.07;113.15
171.41;104.2;103.73;4.31;3.32;111.74
172.03;103.87;103.4;4.29;3.01;113.09
171.99;104.04;104.25;4.77;3.43;111.83
172.35;103.62;103.78;4.38;2.86;113.28
172.31;104.05;103.51;4.43;2.86;113.18
172.43;104.18;104.43;4.57;3.65;111.92
171.68;104.04;104.68;5.32;3.56;111.04
171.83;104.01;103.92;4.35;3.08;112.47
171.76;104.03;103.85;5.79;3.37;111.3
171.35;103.7;103.43;3.71;3.22;113.28
171.98;104.18;103.59;5.44;3.39;112.07
171.56;104.32;104.33;3.92;2.97;113.04
172.33;103.97;103.66;3.97;3.07;112.97
171.79;104.86;104.34;5.39;3.14;113.02
172.49;104.33;104.03;4.28;3.07;112.71
172.31;103.98;103.53;4.04;2.97;113.47
171.74;103.72;103.52;3.94;2.77;113.09
171.83;103.44;103.7;4.15;3.1;113.47
171.82;104.32;104.05;6.06;3.03;111.68
172.05;104.22;104.05;5.87;3.18;111.13
171.62;103.49;103.58;3.95;3.0;113.1
172.26;103.75;103.87;3.95;3.1;113.08
171.47;104.28;103.89;5.78;3.21;111.8
171.65;104.0;104.53;5.69;3.41;111.09
171.82;104.12;103.95;4.18;3.01;113.47
172.39;104.05;104.32;4.13;3.41;112.66
172.05;104.37;104.14;5.38;3.27;111.14
172.15;103.84;103.32;4.21;3.03;112.89
171.84;104.09;103.03;4.11;2.77;113.18
172.2;103.93;103.49;3.8;2.99;113.63
172.09;104.24;103.83;5.1;3.37;111.69
171.96;104.45;104.48;5.31;3.42;111.75
172.07;104.17;104.37;6.54;3.54;111.2
171.74;104.41;104.08;4.66;3.22;111.04
172.13;103.99;104.06;5.8;3.28;111.3
171.8;104.22;103.74;3.66;3.08;113.53
171.98;104.33;103.61;3.68;3.14;113.41
171.42;103.87;104.51;5.07;3.3;110.22
171.81;103.91;103.78;3.66;3.28;113.59
171.69;103.8;104.1;4.32;2.69;113.52
172.21;103.8;103.23;3.7;2.98;112.95
171.87;103.94;103.22;3.71;3.09;113.19
171.49;104.42;104.4;5.08;3.36;111.45
172.0;103.69;103.91;4.12;3.33;112.84
171.9;104.22;104.09;5.28;3.18;112.16
172.1;104.22;103.99;5.26;3.24;111.94
172.1;104.3;104.21;4.07;3.41;111.27
171.93;104.4;103.4;3.87;3.15;113.48
172.04;103.94;103.76;3.81;3.24;113.41
172.26;104.66;103.58;4.36;2.8;112.44
172.0;103.65;103.83;2.98;2.76;113.17
172.16;104.24;104.47;6.08;3.49;111.59
171.53;104.02;103.87;4.1;3.03;113.32
172.1;104.42;103.6;4.18;2.89;113.32
172.37;104.54;104.03;5.82;3.41;111.45
171.96;103.86;103.86;5.06;3.55;110.44
171.65;103.95;103.61;4.03;3.25;113.06
172.03;104.32;104.87;4.49;3.77;111.04
171.56;103.42;103.64;3.77;3.04;113.3
172.25;104.21;103.98;5.71;3.5;111.88
171.53;104.25;104.17;4.3;3.5;112.23
171.86;104.7;103.62;4.01;3.34;112.89
172.76;104.22;104.0;4.2;3.27;113.69
171.79;104.57;104.04;4.26;3.15;113.46
171.91;103.83;103.68;4.05;2.86;113.41
171.24;103.81;103.74;4.69;3.29;113.53
171.58;103.59;103.79;4.1;2.92;113.56
171.98;104.18;103.96;4.41;2.84;113.01
171.98;103.81;104.35;4.57;3.52;111.73
171.88;103.87;104.02;4.12;3.33;112.47
172.47;103.82;103.59;3.85;2.77;113.17
171.83;104.42;104.03;6.0;2.95;112.98
171.88;104.14;104.42;4.34;3.18;111.38
171.91;104.13;104.24;5.28;3.19;112.31
172.1;104.17;103.78;4.61;2.84;113.35
172.06;104.21;103.88;4.63;3.22;113.7
171.96;103.68;103.84;4.46;3.07;112.74
171.94;104.34;103.99;4.27;2.87;113.14
172.03;104.19;104.01;3.99;3.04;113.15
171.53;104.56;103.9;3.99;3.08;113.15
171.87;103.86;103.27;4.14;3.14;113.32
172.05;103.42;104.1;4.45;2.99;112.67
172.1;103.99;104.02;4.19;3.21;113.12
172.21;103.95;103.74;3.79;2.99;113.51
171.73;103.92;103.74;4.43;2.78;112.98
171.26;103.87;104.41;4.43;2.88;113.9
171.59;103.86;104.33;4.12;2.84;114.0
172.0;104.36;104.16;4.94;3.25;111.82
172.13;104.06;103.92;5.54;3.13;111.01
171.68;103.54;104.31;3.9;3.1;112.91
172.26;104.46;103.6;4.18;3.31;113.0
172.21;104.28;104.37;4.06;3.3;113.92
172.5;103.81;103.83;4.19;3.01;113.18
171.81;103.22;103.92;3.99;3.06;113.32
172.44;104.11;104.25;4.53;3.18;113.41
172.1;104.36;104.08;4.96;3.46;111.93
171.65;103.5;103.24;3.82;2.56;112.98
172.0;103.85;104.04;3.75;3.45;113.73
172.28;103.63;103.97;3.79;2.94;112.9
171.62;104.12;103.81;4.38;3.13;112.64
171.54;104.27;104.01;4.63;3.05;113.09
172.3;104.12;103.89;3.55;2.93;113.68
171.82;103.78;103.76;3.81;3.25;113.36
171.57;104.07;103.85;3.82;3.44;113.4
